contractID,symbol,expiration,strike,type,last,mark,bid,bid_size,ask,ask_size,volume,open_interest,date,implied_volatility,delta,gamma,theta,vega,rho,as_of,strike_diff
GOOG230721P00120000,GOOG,2023-07-21,120.0,put,0.04,0.04,0.03,32,0.04,5,28774,21139,2023-07-21,0.05878,-0.18798,0.72832,-0.04674,0.01698,-0.00062,2023-07-21,0.0
GOOG230421C00105000,GOOG,2023-04-21,105.0,call,0.90,1.02,0.89,50,1.15,1,26901,32693,2023-04-21,0.17585,0.83059,0.25901,-0.13457,0.01400,0.00238,2023-04-21,0.0
GOOG230421P00105000,GOOG,2023-04-21,105.0,put,0.01,0.01,0.00,0,0.01,225,5441,12931,2023-04-21,0.09780,-0.04326,0.16935,-0.02428,0.00509,-0.00013,2023-04-21,0.0
GOOG230203C00099000,GOOG,2023-02-03,99.0,call,3.40,3.45,3.40,303,3.50,583,1816,1639,2023-01-31,0.81974,0.56343,0.05307,-0.49351,0.03566,0.00434,2023-01-31,0.0
GOOG230203P00099000,GOOG,2023-02-03,99.0,put,2.57,2.54,2.48,10,2.60,1791,543,1062,2023-01-31,0.81974,-0.43657,0.05307,-0.48177,0.03566,-0.00379,2023-01-31,0.0
GOOG221021C00101000,GOOG,2022-10-21,101.0,call,0.56,0.49,0.38,30,0.61,20,9868,2803,2022-10-21,0.03927,0.99058,0.12123,-0.01108,0.00134,0.00274,2022-10-21,0.0
GOOG221021P00101000,GOOG,2022-10-21,101.0,put,0.01,0.01,0.00,0,0.04,92,1581,2081,2022-10-21,0.05878,-0.05821,0.37257,-0.01766,0.00618,-0.00016,2022-10-21,0.0
GOOG220722C00108000,GOOG,2022-07-22,108.0,call,0.35,0.38,0.30,1,0.45,4,19261,3410,2022-07-22,0.05878,0.86373,0.65544,-0.04046,0.01239,0.00255,2022-07-22,0.0
GOOG220722P00108000,GOOG,2022-07-22,108.0,put,0.01,0.01,0.00,0,0.05,2069,3283,1571,2022-07-22,0.03927,-0.05038,0.46589,-0.01132,0.00589,-0.00015,2022-07-22,0.0
GOOG220422C01500000,GOOG,2022-04-22,1500.0,call,898.50,891.45,882.40,1,900.50,1,2,1,2022-04-22,0.01976,1.00000,0.00000,-0.01356,0.00000,0.04110,2022-04-22,1381.0
GOOG220422P01500000,GOOG,2022-04-22,1500.0,put,0.03,0.01,0.00,0,0.05,50,0,45,2022-04-22,2.47823,-0.00012,0.00000,-0.07541,0.00061,-0.00001,2022-04-22,1381.0
GOOG220128C01325000,GOOG,2022-01-28,1325.0,call,1324.20,1340.90,1333.00,1,1348.80,1,2,9,2022-01-28,4.29282,0.99937,0.00000,-0.66478,0.00308,0.03625,2022-01-28,1192.0
GOOG220128P01325000,GOOG,2022-01-28,1325.0,put,0.01,0.01,0.00,0,0.05,100,0,1,2022-01-28,3.62942,-0.00008,0.00000,-0.08129,0.00045,-0.00001,2022-01-28,1192.0
GOOG211022C01650000,GOOG,2021-10-22,1650.0,call,0.00,1123.35,1121.50,2,1125.20,6,0,0,2021-10-22,3.94161,0.99559,0.00002,-3.70399,0.01878,0.04485,2021-10-22,1512.0
GOOG211022P01650000,GOOG,2021-10-22,1650.0,put,0.00,0.01,0.00,0,0.05,1,0,20,2021-10-22,2.71237,-0.00010,0.00000,-0.07577,0.00056,-0.00001,2021-10-22,1512.0
GOOG210723C01460000,GOOG,2021-07-23,1460.0,call,1139.10,1297.15,1292.10,6,1302.20,6,0,1,2021-07-23,4.74159,0.99637,0.00002,-3.72004,0.01567,0.03970,2021-07-23,1323.0
GOOG210723P01460000,GOOG,2021-07-23,1460.0,put,0.01,0.01,0.00,0,0.05,19,10,20,2021-07-23,3.29772,-0.00008,0.00000,-0.07845,0.00048,-0.00001,2021-07-23,1323.0
GOOG210423C01050000,GOOG,2021-04-23,1050.0,call,1268.10,1266.20,1261.30,1,1271.10,1,1,0,2021-04-23,5.99034,0.99630,0.00002,-4.00744,0.01337,0.02851,2021-04-23,935.0
GOOG210423P01050000,GOOG,2021-04-23,1050.0,put,0.05,0.01,0.00,0,0.05,45,0,70,2021-04-23,4.11722,-0.00008,0.00000,-0.07945,0.00039,-0.00001,2021-04-23,935.0
GOOG210129C01040000,GOOG,2021-01-29,1040.0,call,814.10,793.50,788.50,2,798.50,2,0,8,2021-01-29,0.01976,1.00000,0.00000,-0.00199,0.00000,0.02849,2021-01-29,949.0
GOOG210129P01040000,GOOG,2021-01-29,1040.0,put,0.02,0.01,0.00,0,0.05,30,0,94,2021-01-29,3.04407,-0.00013,0.00000,-0.07577,0.00050,-0.00001,2021-01-29,949.0
GOOG201030C00820000,GOOG,2020-10-30,820.0,call,768.30,783.35,780.50,6,786.20,2,1,3,2020-10-27,0.01976,1.00000,0.00000,-0.00202,0.00000,0.06740,2020-10-27,740.0
GOOG201030P00820000,GOOG,2020-10-30,820.0,put,0.00,0.01,0.00,0,3.60,11,0,0,2020-10-27,2.08800,-0.00014,0.00000,-0.02680,0.00077,-0.00002,2020-10-27,740.0
GOOG200731C00700000,GOOG,2020-07-31,700.0,call,0.00,801.00,796.00,2,806.00,2,0,0,2020-07-28,3.37577,0.99590,0.00003,-0.92796,0.01646,0.05698,2020-07-28,625.0
GOOG200731P00700000,GOOG,2020-07-31,700.0,put,0.00,0.01,0.00,0,0.50,6,0,3,2020-07-28,2.36116,-0.00012,0.00000,-0.02554,0.00065,-0.00002,2020-07-28,625.0
GOOG200501C00530000,GOOG,2020-05-01,530.0,call,752.60,745.85,736.60,1,755.10,1,0,0,2020-04-27,0.01976,1.00000,0.00000,-0.00058,0.00000,0.05808,2020-04-27,467.0
GOOG200501P00530000,GOOG,2020-05-01,530.0,put,0.30,0.01,0.00,0,0.05,10,0,32,2020-04-27,2.36116,-0.00012,0.00000,-0.01818,0.00062,-0.00002,2020-04-27,467.0
GOOG200131C00950000,GOOG,2020-01-31,950.0,call,0.00,484.55,482.00,10,487.10,10,0,0,2020-01-31,3.04407,0.99615,0.00005,-1.34831,0.00859,0.02587,2020-01-31,879.0
GOOG200131P00950000,GOOG,2020-01-31,950.0,put,0.00,0.01,0.00,0,4.30,11,0,0,2020-01-31,2.28312,-0.00023,0.00000,-0.07295,0.00064,-0.00001,2020-01-31,879.0
GOOG191025C00930000,GOOG,2019-10-25,930.0,call,313.40,333.90,329.50,2,338.30,1,0,9,2019-10-25,0.01976,1.00000,0.00000,-0.04663,0.00000,0.02548,2019-10-25,867.0
GOOG191025P00930000,GOOG,2019-10-25,930.0,put,0.10,0.01,0.00,0,4.30,1,0,198,2019-10-25,1.75630,-0.00034,0.00001,-0.07307,0.00083,-0.00001,2019-10-25,867.0
GOOG190726C00700000,GOOG,2019-07-26,700.0,call,455.10,437.80,433.00,2,442.60,1,0,2,2019-07-24,0.01976,1.00000,0.00000,-0.04602,0.00000,0.03835,2019-07-24,643.0
GOOG190726P00700000,GOOG,2019-07-26,700.0,put,0.00,0.01,0.00,0,0.15,3,0,0,2019-07-24,1.91239,-0.00023,0.00001,-0.03472,0.00073,-0.00001,2019-07-24,643.0
GOOG190426C00700000,GOOG,2019-04-26,700.0,call,535.70,572.00,567.10,7,576.90,1,0,15,2019-04-26,0.01976,1.00000,0.00000,-0.04679,0.00000,0.01918,2019-04-26,637.0
GOOG190426P00700000,GOOG,2019-04-26,700.0,put,0.00,0.01,0.00,0,1.50,16,0,0,2019-04-26,3.27821,-0.00018,0.00000,-0.07494,0.00046,-0.00001,2019-04-26,637.0
GOOG190201C00540000,GOOG,2019-02-01,540.0,call,559.40,570.30,568.60,6,572.00,15,0,1,2019-02-01,0.01976,1.00000,0.00000,-0.03550,0.00000,0.01479,2019-02-01,485.0
GOOG190201P00540000,GOOG,2019-02-01,540.0,put,0.75,0.01,0.00,0,0.20,27,0,1,2019-02-01,3.96112,-0.00017,0.00000,-0.07501,0.00038,-0.00001,2019-02-01,485.0
GOOG181026C00740000,GOOG,2018-10-26,740.0,call,0.00,310.80,306.10,2,315.50,1,0,0,2018-10-24,1.20997,0.99996,0.00000,-0.04828,0.00012,0.04054,2018-10-24,688.0
GOOG181026P00740000,GOOG,2018-10-26,740.0,put,0.23,0.75,0.05,4,1.45,16,851,1564,2018-10-24,2.18556,-0.01227,0.00019,-1.35235,0.02477,-0.00075,2018-10-24,688.0
GOOG180720C00640000,GOOG,2018-07-20,640.0,call,254.25,545.27,541.05,2,549.50,8,0,1,2018-07-20,4.56599,0.99650,0.00004,-1.52084,0.00652,0.01741,2018-07-20,581.0
GOOG180720P00640000,GOOG,2018-07-20,640.0,put,0.03,0.01,0.00,0,4.00,5,0,13,2018-07-20,3.39528,-0.00019,0.00000,-0.07565,0.00045,-0.00001,2018-07-20,581.0
GOOG180420C00580000,GOOG,2018-04-20,580.0,call,0.00,492.85,491.70,1,494.00,1,0,0,2018-04-20,0.01976,1.00000,0.00000,-0.02701,0.00000,0.01589,2018-04-20,527.0
GOOG180420P00580000,GOOG,2018-04-20,580.0,put,0.03,0.01,0.00,0,0.05,27,0,139,2018-04-20,3.41479,-0.00021,0.00000,-0.07497,0.00044,-0.00001,2018-04-20,527.0
GOOG180202C00900000,GOOG,2018-02-02,900.0,call,139.00,272.00,271.20,2,272.80,1,0,45,2018-01-31,1.95142,0.97053,0.00040,-2.86406,0.05806,0.04731,2018-01-31,842.0
GOOG180202P00900000,GOOG,2018-02-02,900.0,put,0.23,0.01,0.00,0,1.90,3,0,3,2018-01-31,1.07339,-0.00042,0.00002,-0.03480,0.00130,-0.00003,2018-01-31,842.0
GOOG171027C00600000,GOOG,2017-10-27,600.0,call,0.00,373.25,371.10,1,375.40,8,0,0,2017-10-25,0.01976,1.00000,0.00000,-0.01907,0.00000,0.03287,2017-10-25,552.0
GOOG171027P00600000,GOOG,2017-10-27,600.0,put,0.00,0.01,0.00,0,0.60,3,0,0,2017-10-25,1.93190,-0.00028,0.00001,-0.03551,0.00074,-0.00002,2017-10-25,552.0
GOOG170721C00705000,GOOG,2017-07-21,705.0,call,0.00,267.45,265.70,5,269.20,5,0,0,2017-07-21,0.01976,1.00000,0.00000,-0.02240,0.00000,0.01931,2017-07-21,657.0
GOOG170721P00705000,GOOG,2017-07-21,705.0,put,0.05,0.01,0.00,0,0.10,8,0,87,2017-07-21,1.85386,-0.00038,0.00001,-0.06474,0.00070,-0.00001,2017-07-21,657.0
GOOG170428C00600000,GOOG,2017-04-28,600.0,call,121.35,272.02,269.70,1,274.35,1,0,2,2017-04-26,2.06849,0.99407,0.00013,-0.57596,0.01085,0.03258,2017-04-26,557.0
GOOG170428P00600000,GOOG,2017-04-28,600.0,put,0.00,0.01,0.00,0,1.50,5,0,0,2017-04-26,1.52216,-0.00037,0.00001,-0.03325,0.00087,-0.00002,2017-04-26,557.0
GOOG170127C00600000,GOOG,2017-01-27,600.0,call,0.00,235.30,233.10,1,237.50,1,0,0,2017-01-25,0.01976,1.00000,0.00000,-0.01085,0.00000,0.03288,2017-01-25,558.0
GOOG170127P00600000,GOOG,2017-01-27,600.0,put,0.00,0.01,0.00,0,0.05,25,0,0,2017-01-25,1.36606,-0.00044,0.00002,-0.03324,0.00097,-0.00002,2017-01-25,558.0
GOOG161028C00500000,GOOG,2016-10-28,500.0,call,301.70,299.35,298.70,4,300.00,3,2,0,2016-10-26,2.57579,0.99468,0.00010,-0.58748,0.00904,0.02715,2016-10-26,460.0
GOOG161028P00500000,GOOG,2016-10-28,500.0,put,0.00,0.01,0.00,0,1.80,33,0,0,2016-10-26,1.89288,-0.00032,0.00001,-0.03263,0.00069,-0.00001,2016-10-26,460.0
GOOG160729C00560000,GOOG,2016-07-29,560.0,call,0.00,181.85,179.60,1,184.10,1,0,0,2016-07-27,1.40509,0.99706,0.00012,-0.17917,0.00493,0.03056,2016-07-27,523.0
GOOG160729P00560000,GOOG,2016-07-29,560.0,put,0.20,0.01,0.00,0,0.05,5,0,4,2016-07-27,1.19046,-0.00061,0.00003,-0.03489,0.00117,-0.00003,2016-07-27,523.0
GOOG160422C00450000,GOOG,2016-04-22,450.0,call,0.00,302.90,300.60,2,305.20,2,0,0,2016-04-20,2.75140,0.99570,0.00008,-0.48895,0.00704,0.02447,2016-04-20,413.0
GOOG160422P00450000,GOOG,2016-04-22,450.0,put,0.00,0.01,0.00,0,0.10,5,0,0,2016-04-20,2.08800,-0.00033,0.00001,-0.03518,0.00067,-0.00001,2016-04-20,413.0
GOOG160129C00380000,GOOG,2016-01-29,380.0,call,0.00,362.30,360.50,2,364.10,1,0,0,2016-01-29,0.01976,1.00000,0.00000,-0.00302,0.00000,0.01041,2016-01-29,343.0
GOOG160129P00380000,GOOG,2016-01-29,380.0,put,0.00,0.01,0.00,0,1.75,10,0,0,2016-01-29,3.78552,-0.00025,0.00001,-0.06820,0.00036,-0.00001,2016-01-29,343.0
GOOG151023C00430000,GOOG,2015-10-23,430.0,call,0.00,212.55,210.60,3,214.50,1,0,0,2015-10-21,0.01976,1.00000,0.00000,-0.00153,0.00000,0.02356,2015-10-21,398.0
GOOG151023P00430000,GOOG,2015-10-23,430.0,put,0.40,0.01,0.00,0,0.40,10,8,7,2015-10-21,1.67825,-0.00049,0.00002,-0.03482,0.00083,-0.00002,2015-10-21,398.0
GOOG150717C00300000,GOOG,2015-07-17,300.0,call,0.00,260.20,258.70,3,261.70,3,0,0,2015-07-15,0.01976,1.00000,0.00000,-0.00107,0.00000,0.01644,2015-07-15,272.0
GOOG150717P00300000,GOOG,2015-07-17,300.0,put,0.03,0.01,0.00,0,0.25,9,0,4,2015-07-15,2.55628,-0.00034,0.00001,-0.03319,0.00052,-0.00001,2015-07-15,272.0
GOOG150424C00440000,GOOG,2015-04-24,440.0,call,0.00,99.50,97.30,1,101.70,8,0,0,2015-04-22,1.17095,0.99163,0.00049,-0.26800,0.00910,0.02385,2015-04-22,413.0
GOOG150424P00440000,GOOG,2015-04-24,440.0,put,0.02,0.01,0.00,0,0.05,17,0,321,2015-04-22,0.89778,-0.00098,0.00009,-0.02952,0.00132,-0.00003,2015-04-22,413.0
GOOG150130C00380000,GOOG,2015-01-30,380.0,call,0.00,130.52,128.45,1,132.60,3,0,0,2015-01-28,1.97093,0.98168,0.00060,-0.83707,0.01696,0.02028,2015-01-28,355.0
GOOG150130P00380000,GOOG,2015-01-30,380.0,put,0.05,0.01,0.00,0,0.05,13,10,25,2015-01-28,1.26851,-0.00073,0.00005,-0.03036,0.00096,-0.00002,2015-01-28,355.0
GOOG141018C00325000,GOOG,2014-10-18,325.0,call,0.00,205.15,203.10,5,207.20,5,0,0,2014-10-15,2.08800,0.99630,0.00011,-0.18543,0.00531,0.02654,2014-10-15,299.0
GOOG141018P00325000,GOOG,2014-10-18,325.0,put,0.00,0.01,0.00,0,0.20,16,0,0,2014-10-15,1.65874,-0.00044,0.00002,-0.02088,0.00076,-0.00002,2014-10-15,299.0
GOOG140719C00260000,GOOG,2014-07-19,260.0,call,146.80,322.55,320.40,1,324.70,1,0,20,2014-07-16,0.01976,1.00000,0.00000,-0.00064,0.00000,0.02137,2014-07-16,231.0
GOOG140719P00260000,GOOG,2014-07-19,260.0,put,0.00,0.01,0.00,0,0.25,16,0,0,2014-07-16,2.65384,-0.00026,0.00001,-0.02231,0.00050,-0.00001,2014-07-16,231.0
GOOG140419C00390000,GOOG,2014-04-19,390.0,call,0.00,146.32,144.20,5,148.45,1,0,0,2014-04-15,0.01976,1.00000,0.00000,-0.00107,0.00000,0.04274,2014-04-15,363.0
GOOG140419P00390000,GOOG,2014-04-19,390.0,put,0.02,0.01,0.00,0,0.05,19,0,8,2014-04-15,0.95632,-0.00061,0.00004,-0.01431,0.00120,-0.00004,2014-04-15,363.0
