contractID,symbol,expiration,strike,type,last,mark,bid,bid_size,ask,ask_size,volume,open_interest,date,implied_volatility,delta,gamma,theta,vega,rho,as_of,strike_diff
TSLA200724C00100000,TSLA,2020-07-24,100.0,call,1377.09,1466.70,1460.15,1,1473.25,1,0,0,2020-07-21,0.01976,1.00000,0.00000,-0.00027,0.00000,0.00822,2020-07-21,5.0
TSLA200724P00100000,TSLA,2020-07-24,100.0,put,0.01,0.01,0.00,0,0.01,536,243,44355,2020-07-21,8.37077,-0.00003,0.00000,-0.02585,0.00019,-0.00000,2020-07-21,5.0
TSLA200501C00100000,TSLA,2020-05-01,100.0,call,680.70,668.70,664.15,2,673.25,2,9,7,2020-04-28,0.01976,1.00000,0.00000,-0.00011,0.00000,0.00822,2020-04-28,49.0
TSLA200501P00100000,TSLA,2020-05-01,100.0,put,0.01,0.01,0.00,0,0.01,1,10,1516,2020-04-28,6.47813,-0.00008,0.00000,-0.02488,0.00023,-0.00001,2020-04-28,49.0
TSLA200131C00250000,TSLA,2020-01-31,250.0,call,313.80,317.07,314.95,10,319.20,10,0,18,2020-01-28,3.39528,0.99755,0.00004,-0.23182,0.00391,0.02042,2020-01-28,212.0
TSLA200131P00250000,TSLA,2020-01-31,250.0,put,0.01,0.01,0.00,0,0.01,105,435,3176,2020-01-28,2.71237,-0.00028,0.00001,-0.02387,0.00053,-0.00001,2020-01-28,212.0
TSLA191025C00150000,TSLA,2019-10-25,150.0,call,109.55,105.47,103.20,1,107.75,1,0,7,2019-10-22,0.01976,1.00000,0.00000,-0.00760,0.00000,0.01233,2019-10-22,133.0
TSLA191025P00150000,TSLA,2019-10-25,150.0,put,0.01,0.01,0.00,0,0.02,70,203,1932,2019-10-22,1.91239,-0.00079,0.00006,-0.01991,0.00062,-0.00002,2019-10-22,133.0
TSLA190726C00015000,TSLA,2019-07-26,15.0,call,0.00,245.07,244.00,25,246.15,30,0,0,2019-07-23,0.01976,1.00000,0.00000,-0.00099,0.00000,0.00123,2019-07-23,2.5
TSLA190726P00015000,TSLA,2019-07-26,15.0,put,0.00,0.01,0.00,0,0.01,70,0,0,2019-07-23,9.87317,-0.00014,0.00000,-0.02089,0.00013,-0.00000,2019-07-23,2.5
TSLA190726C00020000,TSLA,2019-07-26,20.0,call,0.00,240.07,239.00,25,241.15,25,0,0,2019-07-23,0.01976,1.00000,0.00000,-0.00131,0.00000,0.00164,2019-07-23,2.5
TSLA190726P00020000,TSLA,2019-07-26,20.0,put,0.01,0.01,0.00,0,0.01,80,0,1,2019-07-23,8.83905,-0.00016,0.00000,-0.02107,0.00014,-0.00000,2019-07-23,2.5
TSLA190426C00120000,TSLA,2019-04-26,120.0,call,0.00,143.93,143.25,30,144.60,30,0,0,2019-04-23,2.65384,0.99966,0.00002,-0.02120,0.00030,0.00985,2019-04-23,102.5
TSLA190426P00120000,TSLA,2019-04-26,120.0,put,0.02,0.01,0.01,122,0.02,1,221,2256,2019-04-23,2.77091,-0.00055,0.00003,-0.02144,0.00046,-0.00001,2019-04-23,102.5
TSLA190201C00155000,TSLA,2019-02-01,155.0,call,0.00,142.57,141.30,13,143.85,13,0,0,2019-01-29,2.77091,0.99675,0.00013,-0.13264,0.00265,0.01265,2019-01-29,135.0
TSLA190201P00155000,TSLA,2019-02-01,155.0,put,0.03,0.03,0.02,20,0.03,25,333,1263,2019-01-29,2.51726,-0.00148,0.00007,-0.05460,0.00130,-0.00004,2019-01-29,135.0
TSLA181026C00040000,TSLA,2018-10-26,40.0,call,107.53,254.28,253.55,6,255.00,5,0,2,2018-10-23,8.60491,0.99840,0.00002,-0.20032,0.00138,0.00324,2018-10-23,20.5
TSLA181026P00040000,TSLA,2018-10-26,40.0,put,0.01,0.01,0.00,0,0.01,230,16,313,2018-10-23,6.79032,-0.00019,0.00000,-0.02215,0.00020,-0.00001,2018-10-23,20.5
TSLA180803C00185000,TSLA,2018-08-03,185.0,call,0.00,113.20,112.40,1,114.00,1,0,0,2018-07-31,1.89288,0.99793,0.00013,-0.06539,0.00177,0.01515,2018-07-31,165.0
TSLA180803P00185000,TSLA,2018-08-03,185.0,put,0.18,0.18,0.17,1,0.19,13,1025,0,2018-07-31,2.30263,-0.00840,0.00037,-0.23717,0.00618,-0.00022,2018-07-31,165.0
TSLA180504C00100000,TSLA,2018-05-04,100.0,call,87.15,199.52,198.70,1,200.35,1,0,0,2018-05-01,0.01976,1.00000,0.00000,-0.00466,0.00000,0.00822,2018-05-01,80.0
TSLA180504P00100000,TSLA,2018-05-04,100.0,put,0.02,0.02,0.01,1,0.03,23,2,90,2018-05-01,3.98063,-0.00063,0.00002,-0.03977,0.00060,-0.00002,2018-05-01,80.0
TSLA180209C00235000,TSLA,2018-02-09,235.0,call,0.00,98.92,98.10,1,99.75,1,0,0,2018-02-06,0.01976,1.00000,0.00000,-0.00914,0.00000,0.01931,2018-02-06,212.5
TSLA180209P00235000,TSLA,2018-02-09,235.0,put,0.07,0.11,0.03,1,0.19,17,2,151,2018-02-06,1.61972,-0.00680,0.00039,-0.15514,0.00575,-0.00020,2018-02-06,212.5
TSLA171103C00245000,TSLA,2017-11-03,245.0,call,82.90,86.58,86.20,1,86.95,1,2,3,2017-10-31,1.20997,0.99755,0.00021,-0.05343,0.00229,0.02007,2017-10-31,223.0
TSLA171103P00245000,TSLA,2017-11-03,245.0,put,0.10,0.10,0.05,1,0.14,19,123,412,2017-10-31,1.38558,-0.00673,0.00045,-0.13058,0.00566,-0.00019,2017-10-31,223.0
TSLA170804C00230000,TSLA,2017-08-04,230.0,call,48.48,89.50,87.80,1,91.20,5,0,13,2017-08-01,0.01976,1.00000,0.00000,-0.00731,0.00000,0.01890,2017-08-01,208.5
TSLA170804P00230000,TSLA,2017-08-04,230.0,put,0.08,0.08,0.07,8,0.08,17,212,420,2017-08-01,1.46362,-0.00545,0.00037,-0.11033,0.00453,-0.00015,2017-08-01,208.5
TSLA170505C00170000,TSLA,2017-05-05,170.0,call,0.00,148.90,147.90,2,149.90,2,0,0,2017-05-02,0.01976,1.00000,0.00000,-0.00424,0.00000,0.01397,2017-05-02,148.5
TSLA170505P00170000,TSLA,2017-05-05,170.0,put,0.02,0.01,0.00,0,0.13,12,0,12,2017-05-02,2.20507,-0.00058,0.00003,-0.02177,0.00059,-0.00002,2017-05-02,148.5
TSLA170224C00145000,TSLA,2017-02-24,145.0,call,0.00,132.55,130.30,1,134.80,15,0,0,2017-02-21,3.00505,0.99409,0.00022,-0.21389,0.00422,0.01177,2017-02-21,126.5
TSLA170224P00145000,TSLA,2017-02-24,145.0,put,0.06,0.01,0.00,0,0.03,1,0,4,2017-02-21,2.28312,-0.00060,0.00004,-0.02020,0.00053,-0.00001,2017-02-21,126.5
TSLA161028C00135000,TSLA,2016-10-28,135.0,call,0.00,67.33,65.20,1,69.45,1,0,0,2016-10-25,0.01976,1.00000,0.00000,-0.00152,0.00000,0.01110,2016-10-25,121.5
TSLA161028P00135000,TSLA,2016-10-28,135.0,put,0.02,0.01,0.00,0,0.03,6,0,188,2016-10-25,1.50265,-0.00119,0.00014,-0.01810,0.00072,-0.00002,2016-10-25,121.5
TSLA160805C00130000,TSLA,2016-08-05,130.0,call,0.00,97.56,95.53,1,99.60,2,0,0,2016-08-02,3.02456,0.98512,0.00060,-0.39189,0.00775,0.01038,2016-08-02,115.0
TSLA160805P00130000,TSLA,2016-08-05,130.0,put,0.02,0.01,0.00,0,0.05,1,0,70,2016-08-02,2.00995,-0.00080,0.00007,-0.01897,0.00057,-0.00002,2016-08-02,115.0
TSLA160506C00140000,TSLA,2016-05-06,140.0,call,58.00,92.32,90.30,1,94.35,1,0,1,2016-05-03,0.01976,1.00000,0.00000,-0.00142,0.00000,0.01151,2016-05-03,124.5
TSLA160506P00140000,TSLA,2016-05-06,140.0,put,0.03,0.01,0.00,0,0.03,1,0,27,2016-05-03,1.83435,-0.00088,0.00008,-0.01923,0.00063,-0.00002,2016-05-03,124.5
TSLA160212C00010000,TSLA,2016-02-12,10.0,call,0.00,138.12,136.30,1,139.95,3,0,0,2016-02-09,0.01976,1.00000,0.00000,-0.00010,0.00000,0.00082,2016-02-09,0.0
TSLA160212P00010000,TSLA,2016-02-12,10.0,put,0.00,0.01,0.00,0,1.18,7,0,0,2016-02-09,9.75610,-0.00024,0.00001,-0.01970,0.00012,-0.00000,2016-02-09,0.0
TSLA151106C00100000,TSLA,2015-11-06,100.0,call,0.00,113.89,112.05,1,115.73,1,0,0,2015-11-02,2.94651,0.99557,0.00020,-0.10727,0.00290,0.01084,2015-11-02,85.5
TSLA151106P00100000,TSLA,2015-11-06,100.0,put,0.04,0.01,0.00,0,0.01,5,0,13,2015-11-02,2.34165,-0.00064,0.00004,-0.01454,0.00050,-0.00002,2015-11-02,85.5
TSLA150807C00195000,TSLA,2015-08-07,195.0,call,0.00,71.25,70.60,2,71.90,3,0,0,2015-08-04,0.01976,1.00000,0.00000,-0.00075,0.00000,0.01603,2015-08-04,177.0
TSLA150807P00195000,TSLA,2015-08-07,195.0,put,0.06,0.08,0.06,10,0.10,19,214,365,2015-08-04,1.42460,-0.00663,0.00054,-0.10641,0.00448,-0.00015,2015-08-04,177.0
TSLA150508C00130000,TSLA,2015-05-08,130.0,call,0.00,103.05,101.00,11,105.10,1,0,0,2015-05-05,2.63433,0.99479,0.00027,-0.13947,0.00317,0.01058,2015-05-05,114.5
TSLA150508P00130000,TSLA,2015-05-08,130.0,put,0.02,0.01,0.00,0,0.03,23,0,2,2015-05-05,2.10751,-0.00082,0.00006,-0.02083,0.00059,-0.00002,2015-05-05,114.5
TSLA150213C00145000,TSLA,2015-02-13,145.0,call,0.00,71.40,69.75,3,73.05,1,0,0,2015-02-10,1.91239,0.99165,0.00061,-0.14273,0.00446,0.01176,2015-02-10,130.5
TSLA150213P00145000,TSLA,2015-02-13,145.0,put,0.02,0.03,0.02,11,0.03,8,91,406,2015-02-10,1.63923,-0.00284,0.00027,-0.04672,0.00171,-0.00005,2015-02-10,130.5
TSLA141107C00165000,TSLA,2014-11-07,165.0,call,0.00,74.03,73.25,12,74.80,12,0,1,2014-11-04,1.73679,0.99245,0.00055,-0.13103,0.00451,0.01341,2014-11-04,149.0
TSLA141107P00165000,TSLA,2014-11-07,165.0,put,0.12,0.11,0.10,3,0.11,30,221,2820,2014-11-04,1.75630,-0.00809,0.00058,-0.14035,0.00480,-0.00017,2014-11-04,149.0
TSLA140801C00155000,TSLA,2014-08-01,155.0,call,32.58,73.62,72.00,87,75.25,45,0,1,2014-07-30,0.01976,1.00000,0.00000,-0.00038,0.00000,0.00849,2014-07-30,139.5
TSLA140801P00155000,TSLA,2014-08-01,155.0,put,0.03,0.01,0.00,0,0.04,18,10,21,2014-07-30,1.77581,-0.00121,0.00013,-0.03025,0.00068,-0.00002,2014-07-30,139.5
TSLA140509C00100000,TSLA,2014-05-09,100.0,call,57.51,107.60,106.35,11,108.85,13,0,1,2014-05-06,3.82454,0.98856,0.00042,-0.35904,0.00563,0.00800,2014-05-06,86.0
TSLA140509P00100000,TSLA,2014-05-09,100.0,put,0.04,0.01,0.00,0,0.04,11,0,16,2014-05-06,2.61481,-0.00070,0.00005,-0.01994,0.00046,-0.00001,2014-05-06,86.0
TSLA140222C00012500,TSLA,2014-02-22,12.5,call,0.00,191.40,189.80,6,193.00,1,0,0,2014-02-18,9.99024,0.99929,0.00001,-0.06525,0.00052,0.00135,2014-02-18,1.0
TSLA140222C00012500,TSLA,2014-02-22,12.5,call,0.00,191.40,189.80,6,193.00,1,0,0,2014-02-18,9.99024,0.99929,0.00001,-0.06525,0.00052,0.00135,2014-02-18,1.0
TSLA140222P00012500,TSLA,2014-02-22,12.5,put,0.00,0.01,0.00,0,0.36,52,0,0,2014-02-18,8.52687,-0.00018,0.00000,-0.01533,0.00014,-0.00001,2014-02-18,1.0
TSLA140222P00012500,TSLA,2014-02-22,12.5,put,0.00,0.01,0.00,0,0.36,52,0,0,2014-02-18,8.52687,-0.00018,0.00000,-0.01533,0.00014,-0.00001,2014-02-18,1.0
TSLA131108C00115000,TSLA,2013-11-08,115.0,call,55.00,59.58,58.30,160,60.85,6,4,1,2013-11-04,0.01976,1.00000,0.00000,-0.00025,0.00000,0.01260,2013-11-04,103.5
TSLA131108P00115000,TSLA,2013-11-08,115.0,put,0.06,0.07,0.05,29,0.09,269,254,172,2013-11-04,1.67825,-0.00649,0.00059,-0.07015,0.00334,-0.00013,2013-11-04,103.5
TSLA130809C00095000,TSLA,2013-08-09,95.0,call,22.63,47.22,47.05,19,47.40,11,0,295,2013-08-06,1.91239,0.99205,0.00088,-0.08978,0.00281,0.00771,2013-08-06,85.5
TSLA130809P00095000,TSLA,2013-08-09,95.0,put,0.17,0.15,0.11,22,0.19,5,154,198,2013-08-06,2.12702,-0.01439,0.00133,-0.16699,0.00471,-0.00018,2013-08-06,85.5
TSLA130510C00037500,TSLA,2013-05-10,37.5,call,0.00,17.90,17.50,83,18.30,46,0,0,2013-05-07,0.01976,1.00000,0.00000,-0.00012,0.00000,0.00308,2013-05-07,34.0
TSLA130510P00037500,TSLA,2013-05-10,37.5,put,0.03,0.01,0.00,0,0.05,25,0,103,2013-05-07,1.65874,-0.00364,0.00131,-0.01516,0.00055,-0.00002,2013-05-07,34.0
TSLA130316C00014000,TSLA,2013-03-16,14.0,call,23.70,25.15,24.80,57,25.50,44,4,4,2013-02-19,0.01976,1.00000,0.00000,-0.00006,0.00000,0.00959,2013-02-19,11.5
TSLA130316P00014000,TSLA,2013-03-16,14.0,put,0.03,0.01,0.00,0,0.05,37,0,1222,2013-02-19,1.46362,-0.00196,0.00041,-0.00187,0.00064,-0.00006,2013-02-19,11.5
TSLA121117C00014000,TSLA,2012-11-17,14.0,call,0.00,15.07,14.45,5,15.70,21,0,0,2012-11-02,2.08800,0.97292,0.00510,-0.02555,0.00366,0.00537,2012-11-02,12.0
TSLA121117P00014000,TSLA,2012-11-17,14.0,put,0.00,0.01,0.00,0,0.10,80,0,0,2012-11-02,1.40509,-0.00358,0.00130,-0.00294,0.00063,-0.00005,2012-11-02,12.0
TSLA120818C00016000,TSLA,2012-08-18,16.0,call,0.00,14.10,13.10,10,15.10,12,0,0,2012-07-24,1.58069,0.95671,0.00744,-0.02274,0.00718,0.00990,2012-07-24,14.0
TSLA120818P00016000,TSLA,2012-08-18,16.0,put,0.00,0.01,0.00,0,0.15,77,0,0,2012-07-24,0.93681,-0.00385,0.00156,-0.00167,0.00089,-0.00009,2012-07-24,14.0
TSLA120519C00016000,TSLA,2012-05-19,16.0,call,0.00,14.45,13.80,36,15.10,46,0,0,2012-05-08,2.41970,0.95743,0.00715,-0.05231,0.00475,0.00436,2012-05-08,14.0
TSLA120519P00016000,TSLA,2012-05-19,16.0,put,0.00,0.01,0.00,0,0.05,33,0,0,2012-05-08,1.44411,-0.00393,0.00154,-0.00401,0.00061,-0.00004,2012-05-08,14.0
TSLA120218C00014000,TSLA,2012-02-18,14.0,call,0.00,19.05,17.90,76,20.20,17,0,0,2012-02-14,0.01976,1.00000,0.00000,-0.00005,0.00000,0.00153,2012-02-14,12.0
TSLA120218P00014000,TSLA,2012-02-18,14.0,put,0.00,0.01,0.00,0,0.10,215,0,0,2012-02-14,3.16114,-0.00278,0.00078,-0.01174,0.00030,-0.00001,2012-02-14,12.0
TSLA111119C00014000,TSLA,2011-11-19,14.0,call,0.00,14.65,13.50,71,15.80,90,0,0,2011-11-01,0.01976,1.00000,0.00000,-0.00003,0.00000,0.00690,2011-11-01,12.0
TSLA111119P00014000,TSLA,2011-11-19,14.0,put,0.00,0.01,0.00,0,0.10,218,0,0,2011-11-01,1.28802,-0.00374,0.00135,-0.00256,0.00072,-0.00006,2011-11-01,12.0
TSLA110820C00020000,TSLA,2011-08-20,20.0,call,0.00,8.25,7.20,66,9.30,208,0,0,2011-08-02,1.63923,0.85107,0.02332,-0.06422,0.01409,0.00740,2011-08-02,18.0
TSLA110820P00020000,TSLA,2011-08-20,20.0,put,0.00,0.01,0.00,0,0.15,161,0,0,2011-08-02,0.60511,-0.00833,0.00618,-0.00232,0.00138,-0.00012,2011-08-02,18.0
TSLA110521C00015000,TSLA,2011-05-21,15.0,call,0.00,12.15,10.30,310,14.00,316,0,0,2011-05-03,1.83435,0.94896,0.00958,-0.03191,0.00626,0.00658,2011-05-03,13.0
TSLA110521P00015000,TSLA,2011-05-21,15.0,put,0.00,0.01,0.00,0,0.10,227,0,0,2011-05-03,1.05388,-0.00455,0.00211,-0.00232,0.00079,-0.00007,2011-05-03,13.0
TSLA110219C00018000,TSLA,2011-02-19,18.0,call,0.00,5.60,4.90,55,6.30,407,0,0,2011-02-14,2.28312,0.85633,0.03673,-0.13975,0.00612,0.00194,2011-02-14,16.5
TSLA110219P00018000,TSLA,2011-02-19,18.0,put,0.00,0.01,0.00,0,0.25,279,0,0,2011-02-14,0.95632,-0.01139,0.01155,-0.00771,0.00081,-0.00004,2011-02-14,16.5
TSLA101120C00016000,TSLA,2010-11-20,16.0,call,4.05,8.90,8.60,113,9.20,111,0,19,2010-11-08,0.01976,1.00000,0.00000,-0.00008,0.00000,0.00526,2010-11-08,14.5
TSLA101120P00016000,TSLA,2010-11-20,16.0,put,0.03,0.01,0.00,0,0.05,32,0,274,2010-11-08,1.01485,-0.00598,0.00369,-0.00325,0.00077,-0.00005,2010-11-08,14.5
TSLA100821C00005000,TSLA,2010-08-21,5.0,call,7.45,16.45,15.60,77,17.30,426,0,0,2010-08-04,4.13673,0.98067,0.00248,-0.02628,0.00216,0.00205,2010-08-04,3.5
TSLA100821P00005000,TSLA,2010-08-21,5.0,put,0.00,0.01,0.00,0,0.15,110,0,0,2010-08-04,2.63433,-0.00233,0.00060,-0.00258,0.00033,-0.00003,2010-08-04,3.5
